"New Code","Item Name","Lokasi","STOCK","UOM","Kode QR"
"SPMESL0013","Seal Punch Atas dia. 1"" x 1 1/4"" x 7,8  PU-St.St","451","","EA",""
"SPMESL0355","Seal TC 10 / 20 / 4","451","","EA",""
"SPMESL0260","Seal TC 15 / 35 / 7","451","13","EA",""
"SPMESL0225","Seal TC 17 / 28 / 7","451","","EA",""
"SPMESL0220","Seal TC 24 / 42 / 7","451","","EA",""
"SPMESL0009","Seal TC 27 / 38 / 6","451","4","EA",""
"SPMESL0005","Seal TC 27 / 52 / 10","451","9","EA",""
"SPMESL0254","Seal TC 28 / 42 / 7","451","6","EA",""
"SPMESL0316","Seal TC 40 / 60 / 7","451","7","EA",""
"SPMESL0319","Seal TC 50 / 72 / 10","451","6","EA",""
"SPMESL0202","Seal TC 50 / 75 / 12","451","","EA",""
"SPMESL0088","Seal TC 53 / 80 / 12 (EA3062E)","451","","EA",""
"SPMESL0101","Seal TC 55 / 35 / 10","451","5","EA",""
"SPMESL0246","Seal UHS 35 / 45 / 6","451","9","EA",""
"SPMESN0004","Silencer U-1/8 Festo","451","9","EA",""
"SPMESN0003","Silencer U-3/8 Festo","451","","EA",""
"SPMESN0006","Silencer U-M5 Festo","451","","EA",""
"SPMESL0164","V-Seal  70 / 80 / 6 Vitton","451","","EA",""
"SPPISO0018","Sock 1 1/4"" PVC","452","10","EA",""
"SPPISO0017","Sock 1"" PVC","452","1","EA",""
"SPPISO0015","Sock 1/2"" PVC","452","3","EA",""
"SPPISO0016","Sock 3/4"" PVC","452","4","EA",""
"SPPISO0002","Sock Drat 1"" Galvanis","452","7","EA",""
"SPPISO0001","Sock Drat 1/2"" Galvanis","452","17","EA",""
"SPPISO0003","Sock Drat 3/4"" Galvanis","452","","EA",""
"SPPISO0013","Sock Drat Dalam 1 1/2"" PVC","452","11","EA",""
"SPPISO0019","Sock Drat Dalam 1 1/4""  PVC","452","2","EA",""
"SPPISO0028","Sock Drat Dalam 1"" PVC","452","6","EA",""
"SPPISO0027","Sock Drat Dalam 1/2"" PVC","452","3","EA",""
"SPPISO0009","Sock Drat Dalam 3"" PVC","452","","EA",""
"SPPISO0008","Sock Drat Dalam 3/4"" PVC","452","10","EA",""
"SPPISO0014","Sock Drat Luar 1 1/4"" PVC","452","8","EA",""
"SPPISO0007","Sock Drat Luar 1/2"" PVC","452","5","EA",""
"SPPISO0006","Sock Drat Luar 1” PVC","452","","EA",""
"SPPISO0005","Sock Drat Luar 3/4"" PVC","452","5","EA",""
"SPPISO0021","Sok Selang 1/2""","452","","EA",""
"SPPISO0022","Sock 1 1/2"" PVC","452","2","EA",""
"SPCNSP0001","Sprocket Gear ANSI35 Type B Z : 11 (dia. 38)","453","","EA",""
"SPYNSP0001","Sprocket Gear ANSI 40 Type A Single Z : 15 (dia. 67)","453","3","EA",""
"SPSTSP0003","Sprocket Gear ANSI35 Type A Single Z : 18 ","453","3","EA",""
"SPCNSP0003","Sprocket Gear ANSI40 Type B Z : 30 (dia. 128)","453","4","EA",""
"SPYNSP0005","Sprocket RS 40 x 1 - 32 Type A (OD = 135, ID = 85, 32 Gigi)","453","2","EA",""
"SPYNSP0003","Sprocket Gear ANSI 40 Type B Z = 20 (Dia. 88)","453","3","EA",""
"SPYNSP0004","Sprocket Gear ANSI 40 Type B Z = 19 (Dia. 83)","453","","EA",""
"SPIPSP0001","SPROCKET P/N 2630101004","453","3","EA",""
"SPYNSS0005","Level Sensor E2K-L26MC1 Omron","511","1","EA",""
"SPJCSS0009","Proximity Sensor E2E-X1R5E1-M1 24 VDC Omron","511","","EA",""
"SPVPSS0004","Proximity Sensor BES 516-324-S4-C - Balluf","511","","EA",""
"SPSVSS0002","Product Sensor CM18-12NPP-KC1 Sick","511","3","EA",""
"SPSPSS0008","Electronic Optic KT5G-2P1111 Sick","511","","EA",""
"SPVPSS0007","Inductive Sensor IE5090 IEB3001-BPOG IFM","511","2","EA",""
"SPCDSS0002","Photo Micro Sensor EE-SX771 (L Shape) Omron","511","6","EA",""
"SPIPSS0002","Electronic Optic KT5W-2P1116 Sick","511","11","EA",""
"SPJNSS0002","Sensor Temperature CPM1A-TS102 Omron","511","","EA",""
"SPCDSS0007","Sensor KT5W-2N1116 SICK","511","","EA",""
"SPSPSS0011","Sensor IM12-04NNS-ZSW1 Sick","511","","EA",""
"SPYNSS0006","Sensor E3S-AD11 Omron","511","1","EA",""
"SPGESS0001","Transmitter Conslab PT100-4-20MA dia. 8.2 x 155 MM","511","","EA",""
"SPYNSS0007","Sensor W1-DNMW1S Win Lenk","511","2","EA",""
"SPIPSS0004","Photomicrosensor EE-SX671 Omron","511","17","EA",""
"SPIPSS0005","Proximity Sensor IM08-04NPS-ZT1 Sick","511","2","EA",""
"SPSVSS0008","Inductive Sensor IFRM 12P1701 Baumer","511","","EA",""
"SPECST0014","Steker Kombinasi T 13 A 250 V","512","","EA",""
"SPECST0001","Steker 1 Ph 10-16 637 2 Pin Uticon, Clipsal","512","12","EA",""
"SPECST0006","Stopkontak Inbow HA0142 1Ph MK","512","2","EA",""
"SPECST0007","Stopkontak 3 Ph P17 16 A 5 Pin 380 V Legrand","512","","EA",""
"SPECST0012","Stopkontak Data MK","512","11","EA",""
"SPECST0011","Stopkontak Telefon MK","512","","EA",""
"SPECST0009","Stopkontak AC 13 A 250 V MK","512","","EA",""
"SPECST0018","Stopkontak 4 Lubang Uticon","512","6","EA",""
"SPECST0003","Steker Kombinasi T 16 A 250 V Uticon","512","","EA",""
"SPECST0017","Stopkontak 3 gang WEJ 78339 Panasonic","512","","EA",""
"SPECST0002","Steker 3 Ph 16 A 5 Pin 380 V Legrand","512","","EA",""
"SPECST0021","Stopkontak 1 Phase 6 Lubang","512","","EA",""
"SPECSU0003","Skun Y dia. 5 MM","512","100","EA",""
"SPECSU0050","Skun Jack Female 1.25 - 250","512","46","EA",""
"SPECSU0051","Skun Jack Female 1.5 - 3","512","41","EA",""
"SPECSW0147","Limit Switch Head ZCK-E67 Telemecanique","513","","EA",""
"SPECSW0001","Floatless Level Switch 61F-G-OTE 61F-11","513","","EA",""
"SPECSW0075","Micro Switch VX-54-1A3 Omron","513","4","EA",""
"SPECSW0003","Pushbutton XB7-EA31 Green Telemecanique","513","8","EA",""
"SPECSW0018","Excaiting Switch WHT 20 20 A 440 V Clipsal","513","","EA",""
"SPECSW0033","Single Iluminated Block ZBVB4 Red Telemecanique","513","","EA",""
"SPECSW0149","Magnet Catches Switch HMGR-T-150 Misumi","513","12","EA",""
"SPECSW0096","OPS Carrier","513","","EA",""
"SPECSW0128","Daily Time Switch H5F-KB Omron","513","","EA",""
"SPECSW0015","Flow Switch FQS-U30G SOGINOMYA","513","","EA",""
"SPECSW0105","Pressure Switch SNS-C-106X Saginomiya","513","3","EA",""
"SPECSW0151","Limit Switch MC2020 0.25A 250VAC Diameter 4 Omron","513","9","EA",""
"SPECSW0007","Saklar Double 10 A 250 VAC MK","521","4","EA",""
"SPECSW0027","Contact Block ZBE-101 TELEMECANIQUE","521","","EA",""
"SPECSW0023","Pushbutton XB2 EA142 (off) merah","521","","EA",""
"SPECSW0014","Selector Switch 2B2-BE 101 10 A 240 V / 3 A 240 V","521","7","EA",""
"SPECSW0013","Micro Toggle Switch 10 A 250 VAC","521","4","EA",""
"SPECSW0143","Switch D4D-1162 OMRON","521","0","EA",""
"SPECSW0031","Pushbutton XB5-AW21 (Warna Hitam) Telemecanique","521","0","EA",""
"SPECSW0122","Discharge Operation Switch 41 V Humphrey","521","0","EA",""
"SPECSW0029","Pushbutton XB5-AW33 (Warna Hijau) Telemecanique","521","5","EA",""
"SPECSW0004","Pushbutton ZB4 BA3 (089574 x 1) Telemecanique","521","5","EA",""
"SPECSW0065","Proximity switch p/n 4210 199 001","521","","EA",""
"SPECSW0066","Proximity Switch p/n 4280 339 013","521","","EA",""
"SPECSW0068","Proximity Switch p/n 4285 017 003","521","","EA",""
"SPECSW0070","Micro Switch K1 1542RA 5 A 125 VAC / 3 A 250 VAC incl`d Socket","522","","EA",""
"SPECSW0074","Micro Switch VX-5-1A2 Omron","522","7","EA",""
"SPJNTC0007","Thermocontrol E5CN-R2MT-500 240VAC  Omron","522","","EA",""
"SPECSW0002","Pushbutton XB7-EA42 Red Telemecanique","522","4","EA",""
"SPECSW0083","Limit Switch ZCKJ-1 TELEMECANIQUE","522","","EA",""
"SPECSW0011","Selector Switch XB5-AD21 (2 pos) TELEMECANIQUE","522","","EA",""
"SPECSW0005","Saklar Tunggal 10 A 250 VAC MK","522","8","EA",""
"SPECSW0069","Limit Switch Z-15GW-22B","522","6","EA",""
"SPECSW0064","Floatless Level Switch 61F-G-PN Omron","522","3","EA",""
"SPECSW0087","Pressure Switch SNS-C110X SOGINOMYA","522","","EA",""
"SPECSW0089","Floatless Level Switch 61F-G1-AP OMRON","522","","EA",""
"SPECSW0082","Limit Switch W1-NJW15106 10 A 125-250 VAC OMRON","523","","EA",""
"SPECSW0030","Pushbutton XB5-AW34 (Warna Merah) Telemecanique","523","7","EA",""
"SPECSW0032","Single Iluminated Block ZBVB3 Green Telemecanique","523","6","EA",""
"SPECSW0120","Top Lid Safety Switch R-3-M5 FESTO","523","8","EA",""
"SPECSW0026","Selector Switch XB5-AD33 (3 pos) TELEMECANIQUE","523","","EA",""
"SPECSW0028","Emergency Stop Button XB5 AS42 TELEMECANIQUE","523","","EA",""
"SPECSW0146","Limit Switch XCKJ-167-H29 Telemecanique","523","","EA",""
"SPECSW0148","Limit Switch ZC - N2255 Omron","523","1","EA",""
"SPECSW0073","Proximity Switch WLL170-N132 Sick","523","3","EA",""
"SPECSW0050","Emergency Stop Button XB5-AS542 (NO - NC) Telemecanique","523","9","EA",""
"SPECTI0008","Timer H5CX-L8 100 - 240 VAC Omron","523","2","EA",""
"SPMETA0010","Isolator 200 A 500 V","531","","EA",""
"SPMETA0001","Isolasi Listrik 20 MM x 3/4"" x 0,18 M","531","24","EA",""
"SPMETA0008","Isolasi Kertas 1""","531","","EA",""
"SPMETA0020","Isolator Tahan Panas (Tanpa Lem)","531","","EA",""
"SPMETA0003","Selongsong Heater  dia. 5","532","","EA",""
"SPMETA0037","Seal Tape dia. 12 MM x 0.10 x 10 M Tombo","532","6","EA",""
"SPMETA0038","Thermaflex  1/4""","532","","EA",""
"SPMETA0006","Selongsong Heater dia. 3","532","4","EA",""
"SPMETA0002","Selongsong Heater dia. 6","532","2","EA",""
"SPMETA0059","Metalishing Tape (Dengan lem)","533","","EA",""
"SPMETA0030","Isolasi Pipa AC Cream  National","533","","EA",""
"SPMETA0065","Isolator Tahan Panas","533","8","EA",""
"SPMETA0058","Alumunium Tape (Tanpa lem)","533","","EA",""
"SPMETA0041","Duct Tape 2"" (Aluminium Dengan Perekat u/ Steam)","533","6","EA",""
"SPJNTC0007","Thermocontrol E5CN-R2MT-500 240VAC Omron","541","","EA",""
"SPVPTC0003","Thermocouple Type K Insert dia. 3 x 25","541","","EA",""
"SPJNTC0010","Thermocontrol E5AN-R3MT-500N AC 100-240 Omron","541","","EA",""
"SPMEMT0088","Counter H7EC-NV-BH 30 VDC Omron","541","3","EA",""
"SPECTI0009","Timer H5CX-A 100 - 240 VAC Omron","541","","EA",""
"SPECTI0001","Timer H3CR-A8 200 - 240 V Omron","541","2","EA",""
"SPKOTI0001","Timer H3Y-2 OMRON","541","1","EA",""
"SPBOTC0001","Thermocontrol E5AZ-R3 OMRON","541","","EA",""
"SPYNTC0002","Thermocontrol SR91-8Y-90-NO SHIMADEN","541","","EA",""
"SPHYTI0001","Timer H3YN-2 12VDC Omron","541","","EA",""
"SPSVTC0001","Thermocontrol KS800-DP Typ  840748030001 PMA","541","","EA",""
"SPJNTI0003","Twin Timer H3CR-F8N 220VAC Omron","541","","EA",""
"SPECTI0006","Thermocontrol E5CN-R2MTC-500 220VAC Omron","541","","EA",""
"SPPITE0006","Tee  1"" Galvanis","542","8","EA",""
"SPPITE0009","Tee 1"" PVC","542","","EA",""
"SPPITE0011","Tee 1 1/2"" PVC","543","3","EA",""
"SPPITE0035","Tee 1 1/4” Galvanis","543","4","EA",""
"SPPITE0005","Tee  3/4"" Galvanis","551","23","EA",""
"SPPITE0008","Tee 1/2"" PVC","551","9","EA",""
"SPPITE0012","Tee 1 1/4"" PVC","551","9","EA",""
"SPPITE0004","Tee 1845 10 10 S/S Legris","551","","EA",""
"SPPITE0007","Tee  1/2"" Galvanis","551","9","EA",""
"SPPITE0010","Tee  3/4"" PVC","551","6","EA",""
"SPPITE0041","Equal Tee 150L BS BSPT 3/8"" SS316 Legris","551","5","EA",""
"SPECTF0006","Trafo 12 A 220 Vin / 48 Vout","552","","EA",""
"SPVPTF0001","Solenoid Trafo 500 220 VAC JOVE (p/n 8.06.0200.001)","552","","EA",""
"SPECTF0005","Trafo  0-220 V in / 0-48 V out 5A","552","","EA",""
"SPLDTF0002","Trafo 5A 220 Vin / 24 Vout","552","","EA",""
"SPYNTF0002","Trafo AT 500JEC-204 Cap 500VA 50/60HZ No. 60464 Tsuruta","552","","EA",""
"SPCOTF0001","Trafo 220 - 380 V 3ph","553","","EA",""
"SPCOTF0002","Trafo 250 VA 380 - 440 Vin / 200 - 220 Vout","553","","EA",""
"SPKOTF0001","Trafo TRH150-21N 150VA Toyogiken","553","","EA",""
"SPCHTM0004","Belt Dresser Drathon 250","611","","EA",""
"SPCHTM0059","Oil Treatment Nulon","611","","EA",""
"SPCHTM0060","Diesel Treatment PROMA","611","","EA",""
"SPCHTM0002","Super Gasketing Coumpound","611","","EA",""
"SPIPTO0001","Probe p/n 2720 101 005","611","","EA",""
"SPCHTM0016","Repair System Stop It","611","","EA",""
"SPCHTM0017","Epoxy Fix Stix Stop It","611","","EA",""
"SPCHTM0024","Contact Cleaner Drathon 150PS","611","6","EA",""
"SPSVOG0003","FGL-2 Food Grade Grease p/n L0232-098 Lubriplate","611","8","Box",""
"SPUFOG0001","Food Grade Grease Purity FG2 Synthetic Petro Canada","611","","EA",""
"SPYNTP0001","Thermocouple Ex Taiwan Cable 178 CM","612","3","EA",""
"SPSPTP0001","Thermocouple RTD PT-100-0 dia. 5 x 48 (Cable - 500 MM)","612","8","EA",""
"SPECTR0002","Krustin Keramik NYLHOC 25 x 22 x 21","612","","EA",""
"SPECTR0003","Krustin Keramik  33 x 28 x 22","612","","EA",""
"SPECTR0004","Krustin 6","612","3","EA",""
"SPECTR0005","Krustin 10","612","2","EA",""
"SPECTR0006","Krustin 12","612","3","EA",""
"SPECTR0009","Terminal Block TB25-12 30 A 125 VAC Tend","612","","EA",""
"SPSPTP0002","Thermocouple RTD PT-100-0 dia. 5,5 x 48 Cable - 500 MM","612","2","EA",""
"SPUFTP0001","Thermoresistance For Mould p/n 307120084","612","","EA",""
"SPUFTP0002","Thermoresistance For Jaws p/n 607010022","612","13","EA",""
"SPIPTP0001","Temp Probe Jaw Sonda PT-100 (p/n 4475 051 001)","612","","EA",""
"SPJNTP0005","Thermocouple RTD PT-100 Terminal KNE - Double Sens","612","1","EA",""
"SPSVTP0006","Thermocouple RTD PT100-0 dia. 1.88 x 1.6 x 3.97 x 155 MM","612","4","EA",""
"SPIPTP0002","Thermocouple PT100 dia. 4 x 190 MM Teflon SS 304","612","5","EA",""
"SPJNTP0002","Thermocouple RTD PT-100 Terminal KSE dia. 6,5 x 145 (Thread dia. 20,5 NPT) Kecil","612","","EA",""
"SPWRTP0004","Thermocouple K/CA 2 Meter + Skun, Screen - Fiber","612","4","EA",""
"SPJNTP0008","Thermocouple RTD KNE Duplex dia. 6.5 x 145 MM ILF","612","2","EA",""
"SPDHTS0002","Thermostat 0-30°C SAGINOMYA","613","0","EA",""
"SPTOTT0002","Magnifier Glass","613","0","EA",""
"SPPIVA0100","Solenoid Valve 200 -2 40 V 1/2"" ALCO","613","0","EA",""
"SPPIVA0213","Globe Valve 3/4""","613","0","EA",""
"SPPIVA0302","Solenoid Valve AB41-03-7-F-2G 220 VAC CKD","613","","EA",""
"SPPIVA0267","Solenoid Valve MOFH-3-1/8 Festo","613","","EA",""
"SPPIVA0176","Globe Valve  1 1/4"" KITZ","613","","EA",""
"SPPIVA0195","Solenoid Valve 200-4E1 Koganei","613","1","EA",""
"SPPIVA0172","Solenoid Valve MFH-5-1/8B Festo","613","5","EA",""
"SPPIVA0171","Presure Regulating Valve 1/2”","613","0","EA",""
"SPPIVA0082","Solenoid Valve US-25 220V 1” UNI-D","613","0","EA",""
"SPPIVA0187","Pump Control Valve p/n 1-999-07594","613","","EA",""
"SPPIVA0291","Solenoid Valve 220 V 50 HZ 3/4"" UNI-D","613","","EA",""
"SPPIVA0236","Solenoid Valve 1/2"" 220 V UNI-D","613","","EA",""
"SPPIVA0108","Solenoid Valve 1 1/2"" UNI-D","613","","EA",""
"SPIPVA0001","VALVE P/N 5300199011","613","5","EA",""
"SPIPVA0002","SOLENOID P/N 5300199003","613","","EA",""
"SPPIVA0203","Ball Valve  1 1/2"" KITZ","621","","EA",""
"SPPIVA0099","Spt contoh u/ Sanitary","621","","EA",""
"SPPIVA0098","Needle Valve Seperti Contoh","621","","EA",""
"SPPIVA0208","Roller Valve R-5-1/4 B FESTO","621","","EA",""
"SPPIVA0209","Ball Valve 3/4""","621","","EA",""
"SPPIVA0211","Globe Valve 1""","621","","EA",""
"SPPIVA0020","Disc Check Valve 1""","621","","EA",""
"SPPIVA0239","Butterfly Valve LKB 31612 Position,EPDM 1.5""","621","","EA",""
"SPPIVA0154","Solenoid Valve 2/2 NC NFX2100 p/n 5300106005 Legris","621","","EA",""
"SPPIVA0155","Solenoid Valve Babina NFH5 Legris p/n 5301006002","621","4","EA",""
"SPPIVA0151","Solenoid Valve 5728400420 24VDC Rexroth","621","5","EA",""
"SPPIVA0170","Solenoid Valve RCS2406 0,2-8 Bar / 2,8-8 KGF/CM 200/220VAC Kuroda","621","1","EA",""
"SPPIVA0220","Check Valve 2""","621","","EA",""
"SPPIVA0244","Ball Valve Screw 3/8"" 800# GMKSS316 Legris","621","5","EA",""
"SPPIVA0021","Disc Check Valve 2""","621","","EA",""
"SPPIVA0156","Solenoid Valve 5/2 572 7400 220 Rexroth","621","11","EA",""
"SPPIVA0212","Globe Valve 1/2""","622","","EA",""
"SPPIVA0227","Check Valve 1/2""","622","","EA",""
"SPPIVA0202","Check Valve 1 1/4"" KITZ","622","","EA",""
"SPPIVA0204","Ball Valve 1/2"" Kitz","622","5","EA",""
"SPPIVA0205","Ball Valve 1"" Kitz","622","","EA",""
"SPPIVA0216","Ball Valve 1” PVC","622","2","EA",""
"SPPIVA0215","Ball Valve 3/4"" PVC","622","3","EA",""
"SPPIVA0219","Ball Valve 1/2"" PVC","622","5","EA",""
"SPPIVA0016","Ball Valve 1 1/2"" (For Steam) Steel","622","4","EA",""
"SPPIVA0024","Steam Trap / Y Strainer 1 1/4"" KITZ","622","","EA",""
"SPPIVA0206","Ball Valve  2"" Kitz","622","1","EA",""
"SPPIVA0294","Float Valve FW-50 KRR KRR","623","","EA",""
"SPPIVA0177","Steam Trap  1""","623","2","EA",""
"SPPIVA0197","Poppet p/n 24","623","","EA",""
"SPPIVA0284","Solenoid Valve MYH-5/2-M5-L-LED 24 VDC FESTO","623","","EA",""
"SPBOTT0001","Gelas Penduga Air 1138 CKD DELTHATHERM","623","","EA",""
"SPPIVA0245","Steam Trap 1/2"" Spirax Thermodynamic","623","","EA",""
"SPPIVA0280","Valve p/n 307300210 Unifill","623","9","EA",""
"SPPIVA0281","Valve dia. 18 MM,tebal 10 MM - p/n 307300210 Lokal","623","20","EA",""
"SPPIVA0282","Solenoid Valve VQC2100-5 SMC","623","1","EA",""
"SPPIVA0085","Pressure Reducing Valve 1""","623","","EA",""
"SPPIVA0159","Solenoid Valve p/n 572 841 042 0 Rexroth","623","","EA",""
"SPPIVA0290","Solenoid Valve SY9120-4LZD-03 SMC","623","2","EA",""
"SPPIWM0008","Watermoer Non Drat  1"" PVC","631","","EA",""
"SPPIWM0004","Watermoer 1/2"" PVC","631","","EA",""
"SPPIWM0002","Watermoer 3/4"" Galvanis","631","6","EA",""
"SPPIWM0001","Watermoer 1/2"" Galvanis","631","3","EA",""
"SPPIWM0009","Watermoer  1"" PVC","631","","EA",""
"SPMEOR0179","O Ring 7.5 x 2.5 NBR","632","11","EA",""
"SPMEOR0083","O Ring p/n 940121 Vitton","632","","EA",""
"SPMEOR0082","O Ring p/n 940111 Vitton","632","","EA",""
"SPMEOR0034","O Ring 70 x 3,5 Vitton","632","3","EA",""
"SPMEOR0127","O Ring 3,5 x 175 Vitton","632","","EA",""
"SPMEOR0130","O Ring 25 x 4","632","30","EA",""
"SPMEOR0090","O Ring p/n 630098 36 x 2 nbr 70 shore","632","21","EA",""
"SPMEOR0129","O Ring 70 x 3 NBR","632","11","EA",""
"SPMEOR0105","O Ring 52 x 5  Vitton","632","2","EA",""
"SPMEOR0148","O Ring 42 x 5 Vitton","632","23","EA",""
"SPMEOR0146","O Ring 42 x 4","632","61","EA",""
"SPMEOR0136","O Ring 26 x 5 Vitton","632","13","EA",""
"SPMEOR0064","O Ring 13 x 3 Vitton","632","27","EA",""
"SPMEOR0114","O Ring 3,5 x 178","632","6","EA",""
"SPMEOR0183","O Ring 175 x 3,5","632","21","EA",""
"SPMEOR0133","O Ring 36 x 5","632","24","EA",""
"SPMEOR0181","O Ring 6 x 1 Vitton","632","11","EA",""
"SPMEOR0160","Centre Block 0-ring p/n 08-3210-55-225- Welden","632","","EA",""
"SPMEOR0107","O Ring 3/8” ID x 1/16”","632","","EA",""
"SPMEOR0039","O Ring 33 x 3.5 Vitton","632","40","EA",""
"SPMEOR0040","O Ring 50 x 3.5 Vitton","632","21","EA",""
"SPMEOR0147","O Ring 44 x 4 Vitton","632","86","EA",""
"SPMEOR0211","O Ring 12 x 1.5 Vitton","632","37","EA",""
"SPMEOR0066","O Ring 11 x 1,5 Vitton","632","6","EA",""
"SPMEOR0043","O Ring 5 x 1,5","632","16","EA",""
"SPMEOR0033","O Ring 44 x 5","633","72","EA",""
"SPMEOR0065","O Ring 13 x 2 Vitton","633","7","EA",""
"SPMEOR0003","O Ring P-2.2","633","","EA",""
"SPMEOR0063","O Ring 85 x 4","633","6","EA",""
"SPMEOR0097","O Ring 35 x 3  Vitton","633","146","EA",""
"SPMEOR0186","O Ring 38 x 5.5  Vitton","633","68","EA",""
"SPMEOR0134","O Ring 30 x 2,5  Vitton","633","18","EA",""
"SPMEOR0135","O Ring 28 x 4  Vitton","633","62","EA",""
"SPMEOR0089","O Ring 50 x 2,5","633","38","EA",""
"SPMEOR0104","O Ring p/n O16","633","","EA",""
"SPMEOR0116","O Ring 3,5 x 102","633","25","EA",""
"SPMEOR0113","O Ring 60 x 2","633","8","EA",""
"SPMEOR0115","O Ring 3,5 x 32","633","25","EA",""
"SPMEOR0171","O Ring 23 x 2.5","633","137","EA",""
"SPMEOR0109","O Ring 19 x 4","633","28","EA",""
"SPMEOR0163","O Ring 56 x 2","633","126","EA",""
"SPMEOR0187","O Ring 53 x 3 Vitton","633","92","EA",""
"SPMEOR0005","O Ring SF7000-56 (p/n 451589)","633","","EA",""
"SPMEOR0086","O Ring p/n 1-981-02285","633","","EA",""
"SPMEOR0075","O Ring 11.89 x 1.98 Vitton","633","","EA",""
"SPMEOR0209","O Ring 4 x 1,5 Vitton","634","2","EA",""
"SPMEOR0095","O Ring  8 x 2 Vitton","634","","EA",""
"SPMEOR0096","O Ring  10 x 2 Vitton","634","44","EA",""
"SPMEOR0087","O Ring  10.3 x 2.3","634","129","EA",""
"SPMEOR0093","O Ring 11 x 2 Vitton","634","8","EA",""
"SPMEOR0167","O Ring 4 x 2 (p/n 8090101001) 11 x 4","634","90","EA",""
"SPMEOR0218","O Ring 6 x 2 Vitton","634","93","EA",""
"SPMEOR0193","O Ring 12 x 2,5 Vitton","634","180","EA",""
"SPMEOR0214","O Ring 12 x 2 Vitton","634","190","EA",""
"SPMEOR0215","O Ring 12 x 2,25 Vitton","634","22","EA",""
"SPMEOR0165","O Ring 1 x 10 (p/n 8/2.1/1) Teflon","634","","EA",""
"SPMEOR0203","O Ring 12,5 x 2,5 Vitton","634","276","EA",""
"SPMEOR0196","O Ring 14 x 2 Vitton","634","43","EA",""
"SPMEOR0192","O Ring 14 x 2,5 Vitton","634","13","EA",""
"SPMEOR0091","O Ring  15 x 11.5 n7og","634","4","EA",""
"SPMEOR0200","O Ring 15.5 x 1.75 Vitton","634","","EA",""
"SPMEOR0201","O Ring 15 x 2 Vitton","634","73","EA",""
"SPMEOR0191","O Ring 15.5 x 2 Vitton","634","63","EA",""
"SPMEOR0173","O Ring 16.3 x 2.4","634","42","EA",""
"SPMEOR0194","O Ring 16 x 2,25 Vitton","634","34","EA",""
"SPMEOR0206","O Ring 16 x 2 Vitton","634","41","EA",""
"SPMEOR0189","O Ring 17 x 2,25 Vitton","634","9","EA",""
"SPMEOR0117","O Ring 17 x 2 Vitton","634","35","EA",""
"SPMEOR0210","O Ring 18 x 2 Vitton","634","61","EA",""
"SPMEOR0205","O Ring 19 x 2,5 Vitton","634","59","EA",""
"SPMEOR0204","O Ring 20 x 2 Vitton","634","","EA",""
"SPMEOR0197","O Ring 20 x 2,5 Vitton","634","51","EA",""
"SPMEOR0199","O Ring 20 x 2.25 Vitton","634","63","EA",""
"SPMEOR0213","O Ring 22 x 2 Vitton","634","41","EA",""
"SPMEOR0112","O Ring 2,5 x 20 (p/n 308124004120) dl : 25 da : 20 t : 2.5","634","2","EA",""
"SPMEOR0162","O Ring 22 x 2","634","","EA",""
"SPMEOR0088","O Ring p/n 630105 30 x 1,5","634","3","EA",""
"SPMEOR0208","O Ring 30 x 2 Vitton","634","29","EA",""
"SPMEOR0094","O Ring 31 x 2.25 Vitton","634","","EA",""
"SPMEOR0195","O Ring 31,5 x 2 Vitton","634","32","EA",""
"SPMEOR0169","O Ring 32 x 1.5","634","48","EA",""
"SPMEOR0184","O Ring 38 x 1.7 Vitton","634","18","EA",""
"SPMEOR0111","O Ring 6 x 1.5","634","","EA",""
"SPMEOR0098","O Ring  40 x 2  Vitton","634","25","EA",""
"SPMEOR0198","O Ring 42 x 2 Vitton","634","10","EA",""
"SPMEOR0180","O Ring 34 x 3","634","9","EA",""
"SPMEOR0190","O Ring 60 x 3  Vitton","634","","EA",""
"SPMEOR0217","O Ring 19 x 3,5  Vitton","634","","EA",""
"SPMEFI0173","Filter Drier DCL-305","641","5","EA",""
"SPMEFI0022","Filter p/n 36580-00200 Airman","641","","EA",""
"SPMEFI0172","Filter Drier DCL-304","641","4","EA",""
"SPMEFI0177","Replacable Filter Drier Core DCR 0485 (Core 48 DC) Danfoss","641","","EA",""
"SPMEFI0296","Fuel Filter p/n FF-1006 (p/n FF-202) PERKINS","641","","EA",""
"SPMEFI0294","Oil Filter p/n LF-670 PERKINS","641","","EA",""
"SPMEFI0295","Bypass Oil Filter LF-777 PERKINS","641","","EA",""
"SPMEFI0116","Filter Drier DCL-306 Eliminator Danfoss","641","","EA",""
"SPMEFI0247","Inline Filter Screen 100 mesh","642","","EA",""
"SPMEFI0241","Oil Filter EFL-252 UNION","642","","EA",""
"SPMEFI0242","Fuel Filter 7111-296 UNION","642","","EA",""
"SPMEFI0115","Filter Drier 5/8""","642","","EA",""
"SPMERG0020","Filter Regulator LFR-1/4-D-Mini FESTO","642","","EA",""
"SPMERG0009","Pressure Regulator Series AS2 R412006128 Rexroth","642","4","EA",""
"SPMEFI0407","Capsule Filter Novasip p/n C3PFRP1","642","","EA",""
"SPMEFI0014","Filter Element HKD 12 A Replacement HF-1-12-4-DGL","643","","EA",""
"SPMEFI0245","Vacuum Filter VAF-PK-6 Festo","643","8","EA",""
"SPMEFI0174","Filter Drier DCL-053","643","","EA",""
